epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
144,561.235,0.66231,0.45716,0.92273,0.92797,0.74799,0.83271,0.60194,1.0942,0.72696,1.21215,0.000477531,0.000477531,0.000477531
145,564.753,0.66008,0.46431,0.92307,0.93747,0.73477,0.82152,0.5727,1.1738,0.73599,1.24263,0.0004765,0.0004765,0.0004765
146,568.317,0.71622,0.47635,0.92007,0.86091,0.77301,0.83852,0.60299,1.12343,0.65445,1.22431,0.000475469,0.000475469,0.000475469
147,571.828,0.69095,0.47348,0.92275,0.95368,0.76459,0.83804,0.59109,1.13733,0.64641,1.24735,0.000474437,0.000474437,0.000474437
148,575.413,0.692,0.43729,0.92217,0.93709,0.80132,0.83452,0.5759,1.11521,0.65424,1.2386,0.000473406,0.000473406,0.000473406
149,578.959,0.7165,0.46207,0.92869,0.95845,0.79162,0.83232,0.58875,1.09256,0.63314,1.21083,0.000472375,0.000472375,0.000472375
150,582.511,0.67453,0.45427,0.91153,0.96596,0.77578,0.8196,0.58284,1.13122,0.64026,1.23879,0.000471344,0.000471344,0.000471344
151,586.059,0.72313,0.48742,0.93253,0.96174,0.77057,0.81416,0.59344,1.07224,0.66628,1.21025,0.000470312,0.000470312,0.000470312
152,589.638,0.6845,0.4319,0.90689,0.96733,0.77424,0.81222,0.59351,1.0731,0.68489,1.20927,0.000469281,0.000469281,0.000469281
153,593.194,0.696,0.47301,0.92554,0.95115,0.75932,0.80702,0.60713,1.06753,0.67092,1.23116,0.00046825,0.00046825,0.00046825
154,596.778,0.6682,0.45234,0.89627,0.95342,0.72569,0.81078,0.58698,1.10484,0.6764,1.21951,0.000467219,0.000467219,0.000467219
155,600.324,0.66923,0.43786,0.89407,0.93161,0.7379,0.82434,0.59428,1.07693,0.65655,1.20058,0.000466188,0.000466188,0.000466188
156,603.864,0.68404,0.44758,0.89717,0.85803,0.74765,0.84048,0.59647,1.12743,0.63257,1.26291,0.000465156,0.000465156,0.000465156
157,607.396,0.66843,0.44867,0.91153,0.85619,0.77956,0.84804,0.61328,1.10184,0.60751,1.25721,0.000464125,0.000464125,0.000464125
158,610.999,0.66673,0.43864,0.89025,0.85682,0.78729,0.83834,0.59719,1.10428,0.56703,1.22418,0.000463094,0.000463094,0.000463094
