epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,216.431,0.67572,0.58101,0.9031,0.91071,0.84524,0.86042,0.70757,0.77533,0.73274,1.07961,0.00111689,0.00111689,0.00111689
102,218.122,0.67158,0.54673,0.91371,0.99052,0.83663,0.86127,0.71914,0.80082,0.71006,1.08431,0.00111139,0.00111139,0.00111139
103,219.86,0.62891,0.46504,0.90875,0.97301,0.77381,0.84738,0.70668,0.80952,0.75139,1.10459,0.00110589,0.00110589,0.00110589
104,221.541,0.59779,0.51843,0.86389,0.96412,0.77381,0.85403,0.70185,0.78698,0.7833,1.10593,0.00110039,0.00110039,0.00110039
105,223.203,0.63639,0.5464,0.90232,0.96412,0.77381,0.85403,0.70185,0.78698,0.7833,1.10593,0.00109489,0.00109489,0.00109489
106,225.494,0.65723,0.55098,0.92573,0.95621,0.77381,0.8602,0.70662,0.78121,0.80576,1.10292,0.00108938,0.00108938,0.00108938
107,227.32,0.63196,0.48674,0.94923,0.94094,0.77381,0.86639,0.73661,0.78381,0.71334,1.09582,0.00108388,0.00108388,0.00108388
108,229.004,0.57876,0.47365,0.92515,0.94305,0.77056,0.86433,0.72255,0.76473,0.7081,1.10142,0.00107838,0.00107838,0.00107838
109,230.648,0.65259,0.46293,0.92532,0.94305,0.77056,0.86433,0.72255,0.76473,0.7081,1.10142,0.00107288,0.00107288,0.00107288
110,232.34,0.60584,0.48901,0.87828,0.94936,0.83942,0.89746,0.75737,0.76885,0.58248,1.10601,0.00106738,0.00106738,0.00106738
111,234.104,0.60345,0.50933,0.90964,0.94793,0.91667,0.91749,0.76486,0.75308,0.5678,1.10146,0.00106188,0.00106188,0.00106188
112,235.877,0.62849,0.49434,0.91874,0.97287,0.91667,0.91685,0.75277,0.73239,0.58325,1.09076,0.00105638,0.00105638,0.00105638
113,239.353,0.60295,0.4652,0.91092,0.97287,0.91667,0.91685,0.75277,0.73239,0.58325,1.09076,0.00105088,0.00105088,0.00105088
114,241.023,0.59043,0.43743,0.92283,0.96696,0.91667,0.91681,0.79546,0.71752,0.5663,1.08208,0.00104538,0.00104538,0.00104538
115,242.836,0.58985,0.45857,0.86348,0.95085,0.91667,0.91749,0.80522,0.71845,0.57479,1.09152,0.00103987,0.00103987,0.00103987
116,244.558,0.55299,0.53619,0.8747,0.85688,0.91667,0.91772,0.79473,0.71714,0.63097,1.08505,0.00103437,0.00103437,0.00103437
117,246.227,0.54139,0.41159,0.87274,0.85688,0.91667,0.91772,0.79473,0.71714,0.63097,1.08505,0.00102887,0.00102887,0.00102887
